arm_role,arm_id,n_pairs,n_means,pair_index,LTE.ID,Code,Site.Key,Site.ID,Country,Latitude,Longitude,M.Year,m_year_first,m_year_last,m_year_is_aggregate,Product.Simple,EU,Out.SubInd,Outcode,Units,yield_basis,Mean.Error.Type,Upper,Lower,DataLoc,Analysis.Function,Duration,Variety,Rep,Plot.Size,Plant.Start,Plant.End,Harvest.Start,Harvest.End,planting_date_source,harvest_date_source,climate_date_source,climate_window_start,climate_window_end,is_livestock,gdd_gdd_subopt,gdd_gdd_opt,gdd_gdd_aboveopt,gdd_gdd_abovemax,gdd_Harvest.Start,gdd_Harvest.End,temp_tmax_tg_35.days,temp_tmax_tg_35.days_pr,temp_tmax_tg_35.max_rseq,temp_tmax_tg_35.n_seq_d5,temp_tmax_tg_35.n_seq_d10,temp_tmax_tg_35.n_seq_d15,temp_tmax_tg_37.5.days,temp_tmax_tg_37.5.days_pr,temp_tmax_tg_37.5.max_rseq,temp_tmax_tg_37.5.n_seq_d5,temp_tmax_tg_37.5.n_seq_d10,temp_tmax_tg_37.5.n_seq_d15,temp_tmax_tg_40.days,temp_tmax_tg_40.days_pr,temp_tmax_tg_40.max_rseq,temp_tmax_tg_40.n_seq_d5,temp_tmax_tg_40.n_seq_d10,temp_tmax_tg_40.n_seq_d15,temp_tmin_min,temp_tmin_mean,temp_tmin_var,temp_tmin_sd,temp_tmin_range,temp_tmax_max,temp_tmax_mean,temp_tmax_var,temp_tmax_sd,temp_tmax_range,temp_tmean_max,temp_tmean_min,temp_tmean_mean,temp_tmean_var,temp_tmean_sd,temp_tmean_range,temp_Harvest.Start,temp_Harvest.End,rain_rain_sum,rain_eto_sum,rain_eto_na,rain_w_balance,rain_w_balance_negdays,rain_rain_l_0.1.days,rain_rain_l_0.1.days_pr,rain_rain_l_0.1.max_seq,rain_rain_l_0.1.n_seq_d5,rain_rain_l_0.1.n_seq_d10,rain_rain_l_0.1.n_seq_d15,rain_rain_l_1.days,rain_rain_l_1.days_pr,rain_rain_l_1.max_seq,rain_rain_l_1.n_seq_d5,rain_rain_l_1.n_seq_d10,rain_rain_l_1.n_seq_d15,rain_rain_l_5.days,rain_rain_l_5.days_pr,rain_rain_l_5.max_seq,rain_rain_l_5.n_seq_d5,rain_rain_l_5.n_seq_d10,rain_rain_l_5.n_seq_d15,rain_Harvest.Start,rain_Harvest.End,eratio_eratio_mean,eratio_eratio_median,eratio_eratio_min,eratio_eratio_l_0.5.days,eratio_eratio_l_0.5.days_pr,eratio_eratio_l_0.5.max_seq,eratio_eratio_l_0.5.n_seq_d5,eratio_eratio_l_0.5.n_seq_d10,eratio_eratio_l_0.5.n_seq_d15,eratio_eratio_l_0.25.days,eratio_eratio_l_0.25.days_pr,eratio_eratio_l_0.25.max_seq,eratio_eratio_l_0.25.n_seq_d5,eratio_eratio_l_0.25.n_seq_d10,eratio_eratio_l_0.25.n_seq_d15,eratio_eratio_l_0.1.days,eratio_eratio_l_0.1.days_pr,eratio_eratio_l_0.1.max_seq,eratio_eratio_l_0.1.n_seq_d5,eratio_eratio_l_0.1.n_seq_d10,eratio_eratio_l_0.1.n_seq_d15,eratio_Harvest.Start,eratio_Harvest.End,logging_logging_sum,logging_logging_mean,logging_logging_median,logging_logging_present_mean,logging_logging_g_0.days,logging_logging_g_0.days_pr,logging_logging_g_0.max_seq,logging_logging_g_0.n_seq_d5,logging_logging_g_0.n_seq_d10,logging_logging_g_0.n_seq_d15,logging_logging_g_ssat_0.5.days,logging_logging_g_ssat_0.5.days_pr,logging_logging_g_ssat_0.5.max_seq,logging_logging_g_ssat_0.5.n_seq_d5,logging_logging_g_ssat_0.5.n_seq_d10,logging_logging_g_ssat_0.5.n_seq_d15,logging_logging_g_ssat_0.9.days,logging_logging_g_ssat_0.9.days_pr,logging_logging_g_ssat_0.9.max_seq,logging_logging_g_ssat_0.9.n_seq_d5,logging_logging_g_ssat_0.9.n_seq_d10,logging_logging_g_ssat_0.9.n_seq_d15,logging_Harvest.Start,logging_Harvest.End,arm_code,arm_label,mean,mean_error,yield_t_ha
C,-0.4310 34.2080 B200|2004.2|Maize|c7|T4|NA|NA,2,1,189782,LTE0113,NN0347,-0.4310 34.2080 B200,"ICIPE Campus, Mbita Point",Kenya,-0.431,34.208,2004.2,2004,2004,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 3,Simple,0.5,,1,36,2004-10-01,2004-10-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4,M-MZ+N,2.2,,2.2
T,-0.4310 34.2080 B200|2004.2|Maize|c7|T5|NA|NA,1,1,189778,LTE0113,NN0347,-0.4310 34.2080 B200,"ICIPE Campus, Mbita Point",Kenya,-0.431,34.208,2004.2,2004,2004,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 3,Simple,0.5,,1,36,2004-10-01,2004-10-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T5,M-MZ+R-N,2.1,,2.1
T,-0.4310 34.2080 B200|2004.2|Maize|c7|T6|NA|NA,2,1,189780,LTE0113,NN0347,-0.4310 34.2080 B200,"ICIPE Campus, Mbita Point",Kenya,-0.431,34.208,2004.2,2004,2004,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 3,Simple,0.5,,1,36,2004-10-01,2004-10-30,,,reported,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,M-MZ+R+N,3.4,,3.4
C,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T1.LER.Control|NA|NA,1,1,123614,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Land Equivalent Ratio,103,0,,,,,Tab 5,LER,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1.LER.Control,Common bean..Maize intercrop,1,,
C,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T13|NA|NA,1,1,119829,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Gross Return,120,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,647.5,,
C,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T13|NA|NA,1,1,119847,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Gross Margin,124.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,96.6,,
C,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T13|NA|NA,1,1,119811,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Variable Cost,152,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,550.8,,
C,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T13|NA|NA,1,1,119793,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Labour Cost,152.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,214.1,,
T,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T1|NA|NA,1,1,123614,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Land Equivalent Ratio,103,0,,,,,Tab 5,LER,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,Common bean..Maize intercrop,1.3,,
T,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T1|NA|NA,1,1,119829,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Gross Return,120,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,Common bean..Maize intercrop,1158.5,,
T,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T1|NA|NA,1,1,119847,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Gross Margin,124.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,Common bean..Maize intercrop,414.6,,
T,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T1|NA|NA,1,1,119811,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Variable Cost,152,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,Common bean..Maize intercrop,744,,
T,-0.4310 34.2080 B200|2005.1|Common Bean-Maize|c7.h14|T1|NA|NA,1,1,119793,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Common Bean-Maize,c7.h14,Labour Cost,152.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,Common bean..Maize intercrop,371.9,,
C,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T13|NA|NA,1,1,119826,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Gross Return,120,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,647.5,,
C,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T13|NA|NA,1,1,119844,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Gross Margin,124.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,96.6,,
C,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T13|NA|NA,1,1,119808,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Variable Cost,152,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,550.8,,
C,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T13|NA|NA,1,1,119790,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Labour Cost,152.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,214.1,,
C,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T2.LER.Control|NA|NA,1,1,123611,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Land Equivalent Ratio,103,0,,,,,Tab 5,LER,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2.LER.Control,Cowpea..Maize intercrop,1,,
T,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T2|NA|NA,1,1,123611,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Land Equivalent Ratio,103,0,,,,,Tab 5,LER,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,Cowpea..Maize intercrop,1.7,,
T,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T2|NA|NA,1,1,119826,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Gross Return,120,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,Cowpea..Maize intercrop,1133.3,,
T,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T2|NA|NA,1,1,119844,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Gross Margin,124.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,Cowpea..Maize intercrop,417.4,,
T,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T2|NA|NA,1,1,119808,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Variable Cost,152,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,Cowpea..Maize intercrop,715.9,,
T,-0.4310 34.2080 B200|2005.1|Cowpea-Maize|c7.h8|T2|NA|NA,1,1,119790,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Cowpea-Maize,c7.h8,Labour Cost,152.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,Cowpea..Maize intercrop,365,,
C,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T13|NA|NA,1,1,119830,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Gross Return,120,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,647.5,,
C,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T13|NA|NA,1,1,119848,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Gross Margin,124.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,96.6,,
C,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T13|NA|NA,1,1,119812,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Variable Cost,152,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,550.8,,
C,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T13|NA|NA,1,1,119794,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Labour Cost,152.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,214.1,,
C,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T6.LER.Control|NA|NA,1,1,123615,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Land Equivalent Ratio,103,0,,,,,Tab 5,LER,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6.LER.Control,Groundnut..Maize intercrop,1,,
T,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T6|NA|NA,1,1,123615,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Land Equivalent Ratio,103,0,,,,,Tab 5,LER,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,Groundnut..Maize intercrop,1.5,,
T,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T6|NA|NA,1,1,119830,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Gross Return,120,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,Groundnut..Maize intercrop,1136.9,,
T,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T6|NA|NA,1,1,119848,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Gross Margin,124.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,Groundnut..Maize intercrop,389.7,,
T,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T6|NA|NA,1,1,119812,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Variable Cost,152,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,Groundnut..Maize intercrop,747.2,,
T,-0.4310 34.2080 B200|2005.1|Groundnut-Maize|c7.h9|T6|NA|NA,1,1,119794,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Groundnut-Maize,c7.h9,Labour Cost,152.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6,Groundnut..Maize intercrop,350.4,,
C,-0.4310 34.2080 B200|2005.1|Maize-Mung Bean|c7.h3|T13|NA|NA,1,1,119828,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Maize-Mung Bean,c7.h3,Gross Return,120,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,647.5,,
C,-0.4310 34.2080 B200|2005.1|Maize-Mung Bean|c7.h3|T13|NA|NA,1,1,119846,LTE0114,DK0117,-0.4310 34.2080 B200,"ICIPE, Mbita Point",Kenya,-0.431,34.208,2005.1,2005,2005,FALSE,Maize-Mung Bean,c7.h3,Gross Margin,124.1,USD/ha,,,,,Tab 6,Sys.Int.vs.Mono,0.5,,4,30,,,,,none,none,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,sole maize,96.6,,
